nombre, wkt
central, "POLYGON ((-56.1656791 -34.8890635, -56.1788112 -34.8898731, -56.1837465 -34.8911756, -56.1853773 -34.9012424, -56.1888105 -34.9054307, -56.1859781 -34.9118711, -56.1707002 -34.9119766, -56.1600572 -34.9150383, -56.1518604 -34.9126453, -56.1422474 -34.9058178, -56.1388141 -34.893886, -56.1398441 -34.8880426, -56.1516887 -34.8860009, -56.1604006 -34.8877258, -56.1656791 -34.8890635))"
